Test,repo,sha,author,date_iso,subject,file_path,pandas_type_all,polars_type_all,macro_primary,macro_all,macro_evidence,pandas_evidence,polars_evidence,patch_lines_file,pandas_type_all.1,polars_type_all.1,macro_all.1
Yes,ultralytics/ultralytics,bcb1961a9b611380ac70e3e6f516fb5c794805bb,Jing Qiu,2025-08-26T13:22:44+08:00,"refactor: __ switch core data ops from `pandas` to `polars` (training, benchmarks, plotting, W&B) (#21619)",ultralytics/utils/benchmarks.py,General functions;Options and settings;Missing values,Config,Aggregation & joins,Aggregation & joins;Missing values;Other / Manual,pandas:General functions->Aggregation & joins|pandas:Missing values->Missing values|polars:Config->Other / Manual,General functions:\b(?:pd|pandas)\.(?:isna|isnull|notna|notnull)\b|Options and settings:\b(?:pd|pandas)\.options\.|Missing values:\b(?:pd|pandas)\.(?:isna|isnull|notna|notnull)\b,Config:\b(?:pl|polars)\.Config\.\w+\b,28,,,
Yes,ultralytics/ultralytics,bcb1961a9b611380ac70e3e6f516fb5c794805bb,Jing Qiu,2025-08-26T13:22:44+08:00,"refactor: __ switch core data ops from `pandas` to `polars` (training, benchmarks, plotting, W&B) (#21619)",ultralytics/utils/callbacks/wb.py,Other pandas API,Selectors,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Selectors:\b(?:pl|polars)\.selectors?\b,19,,,
Yes,ultralytics/ultralytics,bcb1961a9b611380ac70e3e6f516fb5c794805bb,Jing Qiu,2025-08-26T13:22:44+08:00,"refactor: __ switch core data ops from `pandas` to `polars` (training, benchmarks, plotting, W&B) (#21619)",ultralytics/utils/plotting.py,Input/output,Input/output - CSV,IO boundary,IO boundary,pandas:Input/output->IO boundary,Input/output:\b(?:pd|pandas)\.read_(?:pickle|table|csv|fwf|clipboard|excel|json|html|xml|hdf|feather|parquet|iceberg|orc|sas|spss|stata)\b,Input/output - CSV:\b(?:pl|polars)\.(?:read_csv|read_csv_batched|scan_csv)\b,46,,,
Yes,vangberg/pdit,635cb8a0ac9e1facea06ef94a297339fc2ca1eea,Harry Vangberg,2025-12-02T12:36:23+01:00,Address PR review comments,rdit/executor.py,General functions;Missing values,Other polars API,Aggregation & joins,Aggregation & joins;Missing values,pandas:General functions->Aggregation & joins|pandas:Missing values->Missing values,General functions:\b(?:pd|pandas)\.(?:isna|isnull|notna|notnull)\b|Missing values:\b(?:pd|pandas)\.(?:isna|isnull|notna|notnull)\b,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,82,,,
Yes,vedantparikh/portfolia,ad8e199ff71035eb803c4287ae77f17128a8d33c,Vedant Parikh,2025-08-26T21:11:20+02:00,feat(PA-9): moves from pandas to polars for better performance and adds unit tests,portfolio/python/api/market/stock.py,Other pandas API,Expressions - Columns/names;Functions,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b,20,,,
Yes,vedantparikh/portfolia,ad8e199ff71035eb803c4287ae77f17128a8d33c,Vedant Parikh,2025-08-26T21:11:20+02:00,feat(PA-9): moves from pandas to polars for better performance and adds unit tests,portfolio/python/api/statistical_indicators/base.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,13,,,
Yes,vedantparikh/portfolia,ad8e199ff71035eb803c4287ae77f17128a8d33c,Vedant Parikh,2025-08-26T21:11:20+02:00,feat(PA-9): moves from pandas to polars for better performance and adds unit tests,portfolio/python/api/statistical_indicators/momentum_indicators.py,Other pandas API,Expressions - Columns/names;Expressions - Functions,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b,219,,,
Yes,vedantparikh/portfolia,ad8e199ff71035eb803c4287ae77f17128a8d33c,Vedant Parikh,2025-08-26T21:11:20+02:00,feat(PA-9): moves from pandas to polars for better performance and adds unit tests,portfolio/python/api/statistical_indicators/trend_indicators.py,Other pandas API,Expressions - Columns/names;Expressions - Functions,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b,354,,,
Yes,vedantparikh/portfolia,ad8e199ff71035eb803c4287ae77f17128a8d33c,Vedant Parikh,2025-08-26T21:11:20+02:00,feat(PA-9): moves from pandas to polars for better performance and adds unit tests,portfolio/python/api/statistical_indicators/volatility_indicators.py,Other pandas API,Expressions - Columns/names;Expressions - Functions,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b,260,,,
Yes,vedantparikh/portfolia,ad8e199ff71035eb803c4287ae77f17128a8d33c,Vedant Parikh,2025-08-26T21:11:20+02:00,feat(PA-9): moves from pandas to polars for better performance and adds unit tests,portfolio/python/api/statistical_indicators/volume_indicators.py,Other pandas API,Expressions - Columns/names;Expressions - Functions,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b,258,,,
Yes,vedantparikh/portfolia,ad8e199ff71035eb803c4287ae77f17128a8d33c,Vedant Parikh,2025-08-26T21:11:20+02:00,feat(PA-9): moves from pandas to polars for better performance and adds unit tests,portfolio/python/api/trading_strategy/trend_strategy/gfs_strategy/gfs.py,Other pandas API,Functions,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b,181,,,
Yes,vedantparikh/portfolia,ad8e199ff71035eb803c4287ae77f17128a8d33c,Vedant Parikh,2025-08-26T21:11:20+02:00,feat(PA-9): moves from pandas to polars for better performance and adds unit tests,portfolio/python/api/trading_strategy/trend_strategy/macd_strategy.py,Other pandas API,Expressions - Columns/names;Expressions - Functions;Functions,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Expressions - Functions:\b(?:pl|polars)\.(?:all|all_horizontal|any|any_horizontal|approx_n_unique|arange|arctan2|arctan2d|arg_sort_by|arg_where|business_day_count|coalesce|concat_arr|concat_list|concat_str|corr|count|cov|cum_count|cum_fold|cum_reduce|cum_sum|cum_sum_horizontal|date|date_range|date_ranges|datetime|datetime_range|datetime_ranges|duration|element|exclude|field|first|fold|format|from_epoch|groups|head|implode|int_range|int_ranges|last|len|linear_space|linear_spaces|lit|map_batches|map_groups|max|max_horizontal|mean|mean_horizontal|median|min|min_horizontal|n_unique|nth|ones|quantile|reduce|repeat|rolling_corr|rolling_cov|row_index|select|sql|sql_expr|std|struct|sum|sum_horizontal|tail|time|time_range|time_ranges|var|when|zeros)\b|Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b,158,,,
Yes,vertti/daffy,072b09620585324840b570f908cfba3367702ef3,Janne Sinivirta,2025-01-12T16:21:32+02:00,"implement full support for Polars dataframes, parametrize tests to use both",daffy/decorators.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,29,,,
Yes,vertti/daffy,072b09620585324840b570f908cfba3367702ef3,Janne Sinivirta,2025-01-12T16:21:32+02:00,"implement full support for Polars dataframes, parametrize tests to use both",tests/test_decorators.py,Testing,Data types,Other / Manual,Other / Manual,fallback:Other,Testing:\b(?:pd|pandas)\.testing\.assert_(?:frame|series|index|extension_array)_equal\b,Data types:\b(?:pl|polars)\.datatypes\.\w+\b,294,,,
Yes,vertti/daffy,29a6c922edf55982ee9b5a704f806327a9dad62c,Janne Sinivirta,2025-03-10T14:27:21+02:00,import pandas-stubs and fix tests and mypy,tests/test_df_log.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,7,,,
Yes,vertti/daffy,4a0fe2f9d8a17c432d108c53db978e42c4ca2df9,Janne Sinivirta,2025-09-22T09:25:23+03:00,make import of pandas or polars optional (#34),daffy/decorators.py,,,Import/setup-only,Import/setup-only,Import/setup-only: import pandas -> import polars,,,27,,,
Yes,vertti/daffy,4a0fe2f9d8a17c432d108c53db978e42c4ca2df9,Janne Sinivirta,2025-09-22T09:25:23+03:00,make import of pandas or polars optional (#34),daffy/utils.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,102,,,
Yes,vertti/daffy,958b892541143a311ad9d7afe02963c5dcd352c6,Janne Sinivirta,2025-12-16T21:03:04+02:00,Parametrize test_nullable.py for pandas/polars,tests/test_nullable.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,209,,,
Yes,vertti/daffy,c50cb863f9e70e8c3b80c097f247f93e02863a93,Janne Sinivirta,2025-01-12T12:39:55+02:00,add initial support for polars dataframes,daffy/decorators.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,16,,,
Yes,vertti/daffy,c50cb863f9e70e8c3b80c097f247f93e02863a93,Janne Sinivirta,2025-01-12T12:39:55+02:00,add initial support for polars dataframes,tests/test_decorators.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,39,,,
Yes,vertti/daffy,cd14a33e51c08fa5e239224158cae2c2a1b61c40,Janne Sinivirta,2025-11-26T13:36:37+02:00,Modernize type hints and simplify code patterns,daffy/dataframe_types.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,28,,,
Yes,vertti/daffy,cd14a33e51c08fa5e239224158cae2c2a1b61c40,Janne Sinivirta,2025-11-26T13:36:37+02:00,Modernize type hints and simplify code patterns,daffy/utils.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,27,,,
Yes,vertti/daffy,d43cbdb2528f1f6ec0ff9395204e42f2a5660bd7,Janne Sinivirta,2025-12-17T13:13:04+02:00,Parametrize optional column tests for pandas/polars,tests/test_optional_columns.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,279,,,
No,vietvudanh/vietlott-data,21d8f289920880233784c376c4091785f98ac1ae,Viet VU,2025-10-31T11:45:24+07:00,Make column names unique before Polars conversion Make column names unique before Polars conversion,src/render_readme.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,41,,,
No,vietvudanh/vietlott-data,70cc5c8c095da43fe18639a77b7de07454c60ffa,Copilot,2025-12-01T11:52:24+07:00,Refactor ML code into isolated src/machine_learning module with optional dependencies (#29),src/render_readme.py,General functions,Expressions - Columns/names;Functions,Aggregation & joins,Aggregation & joins,pandas:General functions->Aggregation & joins,General functions:\b(?:pd|pandas)\.(?:merge|merge_ordered|merge_asof|concat)\b,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Functions:\b(?:pl|polars)\.(?:from_arrow|from_dataframe|from_dict|from_dicts|from_numpy|from_pandas|from_records|from_repr|json_normalize|align_frames|concat|union|defer|escape_regex|collect_all|collect_all_async|explain_all|set_random_seed|register_extension_type|unregister_extension_type|get_extension_type|StringCache|enable_string_cache|disable_string_cache|using_string_cache)\b,276,,,
Yes,visivo-io/visivo,79e5f0d813180c8c0893ef02c41fc05b6499076a,Jared Jesionek,2025-06-18T13:41:00-04:00,Jared/replace pandas with polars (#258),tests/models/models/test_local_merge_model.py,,Other polars API,Other / Manual,Other / Manual,fallback:Other,,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,17,,,
Yes,visivo-io/visivo,79e5f0d813180c8c0893ef02c41fc05b6499076a,Jared Jesionek,2025-06-18T13:41:00-04:00,Jared/replace pandas with polars (#258),visivo/models/models/csv_script_model.py,Input/output,Input/output - CSV,IO boundary,IO boundary,pandas:Input/output->IO boundary,Input/output:\b(?:pd|pandas)\.read_(?:pickle|table|csv|fwf|clipboard|excel|json|html|xml|hdf|feather|parquet|iceberg|orc|sas|spss|stata)\b,Input/output - CSV:\b(?:pl|polars)\.(?:read_csv|read_csv_batched|scan_csv)\b,76,,,
Yes,visivo-io/visivo,79e5f0d813180c8c0893ef02c41fc05b6499076a,Jared Jesionek,2025-06-18T13:41:00-04:00,Jared/replace pandas with polars (#258),visivo/models/sources/sqlalchemy_source.py,,Other polars API,Other / Manual,Other / Manual,fallback:Other,,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,25,,,
Yes,visivo-io/visivo,79e5f0d813180c8c0893ef02c41fc05b6499076a,Jared Jesionek,2025-06-18T13:41:00-04:00,Jared/replace pandas with polars (#258),visivo/query/aggregator.py,,Expressions - Columns/names;Input/output - JSON,Other / Manual,Other / Manual,fallback:Other,,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Input/output - JSON:\b(?:pl|polars)\.(?:read_json|read_ndjson|scan_ndjson)\b,47,,,
No,vpduchuynh/ims-coding-agent,5aa6145c2baf47bd36b24bd39118ccdb5046e853,copilot-swe-agent[bot],2025-06-06T09:13:14+00:00,Migrate data_io.py and reporting.py from pandas to polars,src/data_io.py,Input/output;General functions;Missing values,Expressions - Columns/names;Input/output - CSV;Input/output - Excel,IO boundary,IO boundary;Aggregation & joins;Missing values,pandas:Input/output->IO boundary|pandas:General functions->Aggregation & joins|pandas:Missing values->Missing values,Input/output:\b(?:pd|pandas)\.read_(?:pickle|table|csv|fwf|clipboard|excel|json|html|xml|hdf|feather|parquet|iceberg|orc|sas|spss|stata)\b|General functions:\b(?:pd|pandas)\.(?:to_numeric|to_datetime|to_timedelta)\b|Missing values:\b(?:pd|pandas)\.(?:isna|isnull|notna|notnull)\b,Expressions - Columns/names:\b(?:pl|polars)\.col\b|Input/output - CSV:\b(?:pl|polars)\.(?:read_csv|read_csv_batched|scan_csv)\b|Input/output - Excel:\b(?:pl|polars)\.(?:read_excel|read_ods)\b,118,,,
No,vpduchuynh/ims-coding-agent,5aa6145c2baf47bd36b24bd39118ccdb5046e853,copilot-swe-agent[bot],2025-06-06T09:13:14+00:00,Migrate data_io.py and reporting.py from pandas to polars,src/reporting.py,Other pandas API,Other polars API,Other / Manual,Other / Manual,fallback:Other,Other pandas API:\b(?:pd|pandas)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,Other polars API:\b(?:pl|polars)\.[A-Za-z_]\w*(?:\.[A-Za-z_]\w*)*,30,,,
